Fri Aug 20 21:18:23 CST 2010
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:2 ---
#       flow   flowType   src   dst            time         throughput

           0        tcp     0     3         9.50254            71.7096
           0        tcp     0     3         10.5314            91.5683
           0        tcp     0     3         11.5359            150.866
           0        tcp     0     3         12.5581            152.267
           0        tcp     0     3         13.5665            158.421
           0        tcp     0     3         14.5694            151.116
           0        tcp     0     3         16.3333            99.8487
           0        tcp     0     3         17.3402            146.444
           0        tcp     0     3         18.3451            105.982
           0        tcp     0     3         19.3533            166.567
           0        tcp     0     3         20.3594            150.628
           0        tcp     0     3         21.3641            179.377
           0        tcp     0     3         22.8285            81.1172
           0        tcp     0     3         23.8456            153.033
           0        tcp     0     3          24.847            147.242
           0        tcp     0     3         25.8623             161.38
           0        tcp     0     3         26.8734            121.529
           0        tcp     0     3         27.8913            156.942
           0        tcp     0     3         28.9433            124.582
           0        tcp     0     3         29.9591            125.002
           0        tcp     0     3         30.9705              153.9
           0        tcp     0     3         31.9768            109.894
           0        tcp     0     3         33.0546            155.824
           0        tcp     0     3         34.0674            157.729
           0        tcp     0     3         35.0911             112.03
           0        tcp     0     3         36.1109            156.641
           0        tcp     0     3         37.1613            152.077
           0        tcp     0     3         38.1897             159.32
           0        tcp     0     3         39.1949             171.13
           0        tcp     0     3         40.2151              96.36
           0        tcp     0     3         41.2277            125.397
           0        tcp     0     3         42.2418            157.531
           0        tcp     0     3         43.2618            92.3571
           0        tcp     0     3         44.2683            113.952
           0        tcp     0     3         45.2869            156.828
           0        tcp     0     3         46.2956            154.297
           0        tcp     0     3         47.9977            103.478
           0        tcp     0     3         49.0028            146.707
           0        tcp     0     3         50.0101             158.58
           0        tcp     0     3         51.0324            144.243
           0        tcp     0     3         52.0567            119.962
           0        tcp     0     3         53.0635            150.533
           0        tcp     0     3         54.2133            99.7425
           0        tcp     0     3         55.2279            145.346
           0        tcp     0     3         56.2437            120.968
           0        tcp     0     3         57.4555            128.439
           0        tcp     0     3         58.4573             147.19
           0        tcp     0     3         59.8052            91.1619
           0        tcp     0     3         60.8242            136.672
           0        tcp     0     3         61.8341            133.848
           0        tcp     0     3         62.8525            144.785
           0        tcp     0     3         63.8636            133.682
           0        tcp     0     3         64.8838            136.512
           0        tcp     0     3         65.9103            151.627
           0        tcp     0     3         67.1095            119.546
           0        tcp     0     3         68.1953            147.118
           0        tcp     0     3         69.2453            163.839
           0        tcp     0     3         70.2548            162.307
           0        tcp     0     3         71.2657            93.1939
           0        tcp     0     3         72.2829            140.927
           0        tcp     0     3         73.2963            165.723
           0        tcp     0     3         74.3264            155.069
           0        tcp     0     3         75.6777            112.155
           0        tcp     0     3         76.6822            150.881
           0        tcp     0     3         77.7018            160.678
           0        tcp     0     3         78.7075            126.259
           0        tcp     0     3         79.7266            152.732
           0        tcp     0     3         80.7281             94.071
           0        tcp     0     3         81.7354             158.58
           0        tcp     0     3         82.7561            120.386
           0        tcp     0     3         83.7696            145.494
           0        tcp     0     3         84.7708            159.548
           0        tcp     0     3         85.8498            102.498
           0        tcp     0     3          86.858            134.063
           0        tcp     0     3         87.8661             154.41
           0        tcp     0     3         88.8722            158.769
           0        tcp     0     3         89.8785            162.822
           0        tcp     0     3          91.008            97.9112
           0        tcp     0     3         92.1736             112.45
           0        tcp     0     3         93.1973            144.038
           0        tcp     0     3         94.2164            160.771
           0        tcp     0     3         95.2428            155.636
           0        tcp     0     3         96.2675            147.891
           0        tcp     0     3         97.4745            111.988
           0        tcp     0     3         98.4904            157.254
           0        tcp     0     3         99.5028            153.737



--- Hop Node Number:5 ---
#       flow   flowType   src   dst            time         throughput

           0        tcp     0     4         2.00388            106.085
           0        tcp     0     4         3.05576            109.031
           0        tcp     0     4         4.08147            115.806
           0        tcp     0     4         5.10649            111.889
           0        tcp     0     4         6.12941            112.118
           0        tcp     0     4         7.13606            109.862
           0        tcp     0     4         8.17182            110.728
           0        tcp     0     4         9.17244            110.523
           0        tcp     0     4         10.1877            104.898
           0        tcp     0     4         11.2012             113.16
           0        tcp     0     4         12.2488            113.382
           0        tcp     0     4          13.264            108.941
           0        tcp     0     4         14.2974            107.016
           0        tcp     0     4         15.3009            110.206
           0        tcp     0     4         16.3357            106.869
           0        tcp     0     4         17.3525            92.6583
           0        tcp     0     4         18.3632            113.466
           0        tcp     0     4         19.3739            113.483
           0        tcp     0     4          20.408            114.858
           0        tcp     0     4         21.4145            113.957
           0        tcp     0     4          22.448            114.928
           0        tcp     0     4         23.4638            116.939
           0        tcp     0     4         24.4922            107.537
           0        tcp     0     4         25.4988            113.942
           0        tcp     0     4         26.5247            111.785
           0        tcp     0     4         27.5541             107.44
           0        tcp     0     4         28.5884            110.881
           0        tcp     0     4         29.6506            111.826
           0        tcp     0     4         30.6594            105.573
           0        tcp     0     4         31.6631            118.337
           0        tcp     0     4         32.6876            111.955
           0        tcp     0     4         33.6951            109.767
           0        tcp     0     4         34.7068            113.363
           0        tcp     0     4         35.7251            112.617
           0        tcp     0     4         36.7535            115.509
           0        tcp     0     4         37.7771            112.049
           0        tcp     0     4         38.7855            101.545
           0        tcp     0     4          39.798            117.319
           0        tcp     0     4         40.8015            110.201
           0        tcp     0     4         41.8054            114.247
           0        tcp     0     4         42.8264            108.312
           0        tcp     0     4         43.8506             111.98
           0        tcp     0     4          44.881            111.304
           0        tcp     0     4         45.8873            81.4098
           0        tcp     0     4          46.923            102.818
           0        tcp     0     4         47.9312            85.3195
           0        tcp     0     4         48.9331            102.211
           0        tcp     0     4         50.2033             90.287
           0        tcp     0     4         51.2458            47.1489
           0        tcp     0     4         52.2915            74.4212
           0        tcp     0     4         53.3917            81.9103
           0        tcp     0     4         54.4269             47.478
           0        tcp     0     4         55.4443             76.491
           0        tcp     0     4         56.4585            84.8114
           0        tcp     0     4         57.4601            102.242
           0        tcp     0     4           58.49            119.307
           0        tcp     0     4         59.4957            85.5305
           0        tcp     0     4         60.5165            108.343
           0        tcp     0     4         61.5628            97.8628
           0        tcp     0     4         62.5748            93.0952
           0        tcp     0     4         63.6381            100.155
           0        tcp     0     4         64.6496            64.7915
           0        tcp     0     4         65.6949            82.2875
           0        tcp     0     4         66.7038            93.3758
           0        tcp     0     4         67.7224            96.5087
           0        tcp     0     4         68.7466            115.975
           0        tcp     0     4         69.8046            61.9451
           0        tcp     0     4         70.8315            87.7485
           0        tcp     0     4         71.8327            98.1946
           0        tcp     0     4         72.8581            67.9063
           0        tcp     0     4          73.873             92.824
           0        tcp     0     4         74.8907            104.641
           0        tcp     0     4         75.8981            81.3174
           0        tcp     0     4         76.9245             107.75
           0        tcp     0     4         77.9495            87.9168
           0        tcp     0     4         78.9853            110.721
           0        tcp     0     4         80.0094            111.985
           0        tcp     0     4         81.0208            113.397
           0        tcp     0     4         82.0568            110.703
           0        tcp     0     4         83.0876            103.311
           0        tcp     0     4         84.0941            118.025
           0        tcp     0     4         85.1082            105.008
           0        tcp     0     4         86.1367            115.493
           0        tcp     0     4         87.1463            113.604
           0        tcp     0     4         88.1626             108.82
           0        tcp     0     4         89.1729            117.569
           0        tcp     0     4          90.199            111.772
           0        tcp     0     4         91.2264            119.597
           0        tcp     0     4         92.2384            113.335
           0        tcp     0     4         93.2629            115.938
           0        tcp     0     4         94.2977            110.836
           0        tcp     0     4         95.3125            108.976
           0        tcp     0     4         96.3216            113.651
           0        tcp     0     4         97.3372            108.896
           0        tcp     0     4         98.3483            117.481
           0        tcp     0     4         99.3842            110.717



--- Hop Node Number:6 ---
#       flow   flowType   src   dst            time         throughput

           0        tcp     0     5          2.0332            79.2874
           0        tcp     0     5         3.04603            93.0145
           0        tcp     0     5         4.04726            98.1835
           0        tcp     0     5         5.08271            98.8941
           0        tcp     0     5         6.09651            101.007
           0        tcp     0     5         7.12525             91.576
           0        tcp     0     5         8.14772             100.15
           0        tcp     0     5         9.17698            95.5094
           0        tcp     0     5         10.2094            95.2142
           0        tcp     0     5         11.2297            96.3473
           0        tcp     0     5         12.2616            99.2389
           0        tcp     0     5         13.2633            98.1378
           0        tcp     0     5         14.2979            23.7542
           0        tcp     0     5         15.3105            44.4951
           0        tcp     0     5         16.3565            70.4835
           0        tcp     0     5         17.3817            71.9151
           0        tcp     0     5         18.4046            80.0921
           0        tcp     0     5         19.4454            94.4416
           0        tcp     0     5         20.4806            98.9231
           0        tcp     0     5         21.4826            102.198
           0        tcp     0     5         22.5005              100.6
           0        tcp     0     5          23.547            97.8496
           0        tcp     0     5          24.575            99.6067
           0        tcp     0     5         25.6008            99.8274
           0        tcp     0     5         26.6431            98.2418
           0        tcp     0     5         27.6621            100.489
           0        tcp     0     5           28.67            101.598
           0        tcp     0     5          29.686            100.787
           0        tcp     0     5         30.6861            98.2936
           0        tcp     0     5         31.7082            100.185
           0        tcp     0     5         32.7335            103.874
           0        tcp     0     5         33.7824            97.6254
           0        tcp     0     5         34.8091            95.7493
           0        tcp     0     5         35.8282            96.4623
           0        tcp     0     5          36.839            97.2528
           0        tcp     0     5         37.8708            99.2445
           0        tcp     0     5         38.8942            96.0499
           0        tcp     0     5         39.9221            99.6263
           0        tcp     0     5         40.9422            100.381
           0        tcp     0     5         41.9827            98.4182
           0        tcp     0     5         42.9922             101.43
           0        tcp     0     5         44.0014            93.3505
           0        tcp     0     5         45.0597            89.0169
           0        tcp     0     5         46.0789            88.4197
           0        tcp     0     5         47.0967            96.5794
           0        tcp     0     5            48.1            97.9794
           0        tcp     0     5         49.1117             97.174
           0        tcp     0     5         50.1269            100.865
           0        tcp     0     5         51.1622            98.9052
           0        tcp     0     5         52.1681            97.7296
           0        tcp     0     5         53.1916            96.0455
           0        tcp     0     5         54.2019            101.353
           0        tcp     0     5         55.2289            99.7127
           0        tcp     0     5         56.2398            93.1937
           0        tcp     0     5         57.2818            98.2691
           0        tcp     0     5         58.2993            96.6175
           0        tcp     0     5         59.3083            101.484
           0        tcp     0     5         60.3139            101.829
           0        tcp     0     5         61.3464            87.2701
           0        tcp     0     5         62.3572            89.1512
           0        tcp     0     5         63.3664            97.4063
           0        tcp     0     5         64.3878            100.259
           0        tcp     0     5         65.4032            96.8087
           0        tcp     0     5         66.4239            96.3186
           0        tcp     0     5         67.4527            99.5335
           0        tcp     0     5         68.4883            98.8753
           0        tcp     0     5          69.502            101.017
           0        tcp     0     5         70.5222            104.387
           0        tcp     0     5         71.5544            103.176
           0        tcp     0     5         72.5773            100.108
           0        tcp     0     5         73.6134            98.8267
           0        tcp     0     5         74.6423            95.5429
           0        tcp     0     5         75.6571            96.8765
           0        tcp     0     5          76.659              102.2
           0        tcp     0     5         77.6873            99.5788
           0        tcp     0     5         78.7207            99.0954
           0        tcp     0     5         79.7773            96.9106
           0        tcp     0     5          80.819            94.3685
           0        tcp     0     5         81.8729            97.1626
           0        tcp     0     5         82.9012            99.5896
           0        tcp     0     5         83.9383            98.7323
           0        tcp     0     5         84.9506            101.159
           0        tcp     0     5         85.9539            102.066
           0        tcp     0     5         86.9862            95.2239
           0        tcp     0     5         87.9868            98.2435
           0        tcp     0     5         89.0021            100.856
           0        tcp     0     5         90.0383            98.8267
           0        tcp     0     5         91.0657            99.6627
           0        tcp     0     5         92.0784            97.0752
           0        tcp     0     5          93.109            99.3556
           0        tcp     0     5         94.1129            102.003
           0        tcp     0     5         95.1496            102.727
           0        tcp     0     5         96.1903            106.273
           0        tcp     0     5         97.2035            97.0209
           0        tcp     0     5          98.223            96.4208
           0        tcp     0     5         99.2438             100.32



--- Hop Node Number:7 ---
#       flow   flowType   src   dst            time         throughput

           0        tcp     0     6          2.0307            83.4542
           0        tcp     0     6         3.06406            91.1665
           0        tcp     0     6         4.07864            88.8171
           0        tcp     0     6         5.10817            95.4841
           0        tcp     0     6         6.12534            88.5907
           0        tcp     0     6         7.15408            91.5766
           0        tcp     0     6         8.18083            91.7534
           0        tcp     0     6         9.20591            91.9032
           0        tcp     0     6         10.2251            88.4171
           0        tcp     0     6         11.2626            94.7505
           0        tcp     0     6         12.3064            98.1006
           0        tcp     0     6         13.3155             97.422
           0        tcp     0     6          14.318            102.144
           0        tcp     0     6         15.3544            94.8482
           0        tcp     0     6         16.3582            97.9287
           0        tcp     0     6         17.4033            94.0673
           0        tcp     0     6         18.4418            90.7117
           0        tcp     0     6         19.4456            93.8493
           0        tcp     0     6         20.4858            94.5055
           0        tcp     0     6         21.5112            99.8646
           0        tcp     0     6         22.5168             85.536
           0        tcp     0     6         23.5647            82.0884
           0        tcp     0     6         24.5695            89.6773
           0        tcp     0     6         25.5791            97.3753
           0        tcp     0     6         26.5838            93.7617
           0        tcp     0     6         27.5987            96.8586
           0        tcp     0     6         28.6156            92.6503
           0        tcp     0     6         29.6387            96.0792
           0        tcp     0     6          30.661            96.1622
           0        tcp     0     6         31.7009             94.528
           0        tcp     0     6         32.7193            96.5287
           0        tcp     0     6         33.7434            95.9916
           0        tcp     0     6         34.7771             95.096
           0        tcp     0     6         35.7904            101.059
           0        tcp     0     6         36.8203            95.4549
           0        tcp     0     6         37.8445            95.9763
           0        tcp     0     6         38.8486            93.8204
           0        tcp     0     6          39.858            93.3347
           0        tcp     0     6         40.8897            91.3154
           0        tcp     0     6         41.9067             88.607
           0        tcp     0     6         42.9076            90.0259
           0        tcp     0     6         43.9374            91.4866
           0        tcp     0     6         44.9737            86.9543
           0        tcp     0     6         45.9905            88.6252
           0        tcp     0     6         47.0204            91.4729
           0        tcp     0     6         48.0578             98.708
           0        tcp     0     6         49.0599            94.0068
           0        tcp     0     6         50.0712            93.1566
           0        tcp     0     6         51.0884            92.6121
           0        tcp     0     6         52.1051            96.6907
           0        tcp     0     6         53.1286            96.0517
           0        tcp     0     6         54.1559            87.7151
           0        tcp     0     6         55.1598            89.7648
           0        tcp     0     6         56.1902            91.4266
           0        tcp     0     6          57.209            96.4889
           0        tcp     0     6         58.2534            90.2017
           0        tcp     0     6         59.2821             99.545
           0        tcp     0     6          60.297            96.8553
           0        tcp     0     6         61.3098             97.067
           0        tcp     0     6          62.326            92.7011
           0        tcp     0     6         63.3489            96.1059
           0        tcp     0     6         64.3533            93.7982
           0        tcp     0     6         65.3646            85.0567
           0        tcp     0     6         66.3937            91.5387
           0        tcp     0     6         67.4127            96.4714
           0        tcp     0     6         68.4373            91.9432
           0        tcp     0     6         69.4569            96.4192
           0        tcp     0     6         70.4797            92.1067
           0        tcp     0     6          71.515            94.9549
           0        tcp     0     6         72.5516             90.883
           0        tcp     0     6         73.5751            96.0417
           0        tcp     0     6         74.5839            93.3863
           0        tcp     0     6         75.6197            94.9108
           0        tcp     0     6         76.6286            97.4362
           0        tcp     0     6         77.6456             92.633
           0        tcp     0     6         78.6579             93.059
           0        tcp     0     6         79.6584             94.159
           0        tcp     0     6         80.6849             99.762
           0        tcp     0     6         81.7137            91.5725
           0        tcp     0     6         82.7404            95.7444
           0        tcp     0     6         83.7689            99.5588
           0        tcp     0     6         84.7958            95.7353
           0        tcp     0     6         85.8039            93.4461
           0        tcp     0     6         86.8458            94.3541
           0        tcp     0     6         87.8539            93.4496
           0        tcp     0     6         88.8589            93.7428
           0        tcp     0     6          89.884            95.8967
           0        tcp     0     6         90.9026            92.4865
           0        tcp     0     6         91.9247            96.1778
           0        tcp     0     6         92.9271             89.894
           0        tcp     0     6         93.9662            94.6054
           0        tcp     0     6         94.9878            96.2232
           0        tcp     0     6         96.0119            91.9975
           0        tcp     0     6         97.0125            98.2369
           0        tcp     0     6         98.0187            101.777
           0        tcp     0     6         99.0531             98.989



--- Hop Node Number:8 ---
#       flow   flowType   src   dst            time         throughput

           0        tcp     0     7         2.02536            75.8995
           0        tcp     0     7         3.03044            81.5057
           0        tcp     0     7         4.07068            90.5634
           0        tcp     0     7         5.11329            94.2868
           0        tcp     0     7         6.11349             85.999
           0        tcp     0     7         7.14084            87.7131
           0        tcp     0     7         8.14378            85.7635
           0        tcp     0     7         9.15391            89.2085
           0        tcp     0     7         10.1852            91.3517
           0        tcp     0     7         11.1973            93.0763
           0        tcp     0     7         12.2094            93.0873
           0        tcp     0     7         13.2136            85.6582
           0        tcp     0     7         14.2169            85.7284
           0        tcp     0     7         15.2282            93.1599
           0        tcp     0     7         16.2563            91.6255
           0        tcp     0     7          17.304            93.8304
           0        tcp     0     7          23.961            14.7671
           0        tcp     0     7         24.9882            23.9243
           0        tcp     0     7         26.0279            70.9131
           0        tcp     0     7         27.0648            71.1018
           0        tcp     0     7         28.0971             87.299
           0        tcp     0     7         29.1109             88.885
           0        tcp     0     7         30.1333            92.1409
           0        tcp     0     7         31.1591            91.8435
           0        tcp     0     7         32.2389            91.0327
           0        tcp     0     7         33.2491            89.2069
           0        tcp     0     7         34.2564            93.5223
           0        tcp     0     7         35.3032            93.9071
           0        tcp     0     7         36.3084            93.7238
           0        tcp     0     7         37.3234            92.8136
           0        tcp     0     7         38.3332            97.3541
           0        tcp     0     7          39.356            92.1042
           0        tcp     0     7         40.3914            90.9899
           0        tcp     0     7          41.394            93.9632
           0        tcp     0     7           42.45            15.5152
           0        tcp     0     7         43.4644            72.6803
           0        tcp     0     7         44.4992            71.2478
           0        tcp     0     7         45.5077            89.3574
           0        tcp     0     7         46.5397            91.2837
           0        tcp     0     7         47.5449            93.7203
           0        tcp     0     7         48.5924            93.8429
           0        tcp     0     7         49.6281            90.9675
           0        tcp     0     7         50.6591             91.368
           0        tcp     0     7         51.6812            92.1703
           0        tcp     0     7          52.704            56.0704
           0        tcp     0     7         53.7487            86.2538
           0        tcp     0     7         54.7571             89.357
           0        tcp     0     7         55.7598            89.8722
           0        tcp     0     7         56.7959            90.9264
           0        tcp     0     7         57.8391            86.3787
           0        tcp     0     7         58.8825            90.2906
           0        tcp     0     7         59.9225            90.5859
           0        tcp     0     7         61.4906            31.3453
           0        tcp     0     7         62.5294            47.3164
           0        tcp     0     7         63.5643            67.2851
           0        tcp     0     7         64.5896            67.9079
           0        tcp     0     7         65.6247            91.0199
           0        tcp     0     7         66.6277            89.8402
           0        tcp     0     7         67.6299             94.005
           0        tcp     0     7         68.6299            86.0124
           0        tcp     0     7         69.6657            90.9524
           0        tcp     0     7         70.6923            91.7702
           0        tcp     0     7         71.9521             45.515
           0        tcp     0     7         72.9729            76.2406
           0        tcp     0     7         74.0171            74.5272
           0        tcp     0     7         75.0535            90.9009
           0        tcp     0     7         76.0633            93.2988
           0        tcp     0     7         77.0766            92.9735
           0        tcp     0     7         78.0966            88.3443
           0        tcp     0     7         79.1108            92.8849
           0        tcp     0     7         80.1197            93.3777
           0        tcp     0     7          81.125            93.7081
           0        tcp     0     7         82.1273            93.9995
           0        tcp     0     7         83.1489            96.2231
           0        tcp     0     7         84.1895            94.4655
           0        tcp     0     7         85.2002             93.212
           0        tcp     0     7          86.204            97.9297
           0        tcp     0     7         87.2436            82.7407
           0        tcp     0     7         88.2646            88.2569
           0        tcp     0     7         89.2998            91.0081
           0        tcp     0     7         90.3266            87.7565
           0        tcp     0     7         91.3684            90.4343
           0        tcp     0     7         92.3709            93.9659
           0        tcp     0     7         93.4107            94.5451
           0        tcp     0     7         94.4501            94.5738
           0        tcp     0     7         95.4809            91.3971
           0        tcp     0     7         96.4825            89.9685
           0        tcp     0     7          97.519            90.8902
           0        tcp     0     7           98.55            91.3755
           0        tcp     0     7          99.576            91.8225



--- Hop Node Number:9 ---
#       flow   flowType   src   dst            time         throughput

           0        tcp     0     8         2.02317             68.055
           0        tcp     0     8         3.08786            84.6374
